airport,terminal,date,hour,us_avg_wait,us_max_wait,non_us_avg_wait,non_us_max_wait,all_avg_wait,all_max_wait,all_n_0_15,all_n_16_30,all_n_31_45,all_n_46_60,all_n_61_90,all_n_91_120,all_n_120_plus,all_excluded,all_total,all_flights,all_booths
SFO,Terminal A,2018-01-01,0900 - 1000,17,53,23,56,20,56,295,532,82,15,0,0,0,33,957,4,22
SFO,Terminal A,2018-01-01,1000 - 1100,12,24,18,24,15,24,65,70,0,0,0,0,0,6,141,1,21
SFO,Terminal A,2018-01-01,1200 - 1300,18,87,38,88,26,88,699,428,247,112,197,0,0,71,1754,6,23
SFO,Terminal A,2018-01-01,1300 - 1400,9,25,22,37,15,37,124,67,26,0,0,0,0,6,223,1,19
SFO,Terminal A,2018-01-01,1400 - 1500,15,45,25,46,18,46,543,444,176,4,0,0,0,50,1217,5,23
SFO,Terminal A,2018-01-01,1700 - 1800,33,48,33,48,33,48,8,68,121,14,0,0,0,5,216,2,1
SFO,Terminal A,2018-01-01,1800 - 1900,28,61,34,61,30,61,404,461,578,361,3,0,0,72,1879,9,25
SFO,Terminal A,2018-01-01,1900 - 2000,11,20,13,20,12,20,103,36,0,0,0,0,0,3,142,1,23
SFO,Terminal A,2018-01-01,2000 - 2100,17,35,23,35,18,35,102,133,29,0,0,0,0,14,278,1,16
SFO,Terminal A,2018-01-01,2100 - 2200,21,38,27,38,22,38,62,253,57,0,0,0,0,15,387,2,15
SFO,Terminal A,2018-01-01,2200 - 2300,25,41,31,41,27,41,4,114,55,0,0,0,0,10,183,1,9
SFO,Terminal A,2018-01-01,2300 - 0000,12,36,15,35,12,36,270,92,19,0,0,0,0,23,404,3,9
SFO,Terminal G,2018-01-01,0500 - 0600,30,81,49,81,39,81,1,173,123,71,61,0,0,18,447,2,12
SFO,Terminal G,2018-01-01,0600 - 0700,36,94,62,92,41,94,189,340,236,157,284,40,0,63,1309,4,26
SFO,Terminal G,2018-01-01,0700 - 0800,7,24,13,24,10,24,343,106,0,0,0,0,0,20,469,2,28
SFO,Terminal G,2018-01-01,0800 - 0900,13,44,22,46,16,46,517,395,91,4,0,0,0,47,1054,4,26
SFO,Terminal G,2018-01-01,0900 - 1000,15,34,18,39,16,39,311,320,57,0,0,0,0,37,725,3,19
SFO,Terminal G,2018-01-01,1000 - 1100,17,45,16,45,17,45,167,186,33,0,0,0,0,19,405,2,18
SFO,Terminal G,2018-01-01,1100 - 1200,12,47,37,92,23,92,484,220,63,25,105,3,0,40,940,4,20
SFO,Terminal G,2018-01-01,1200 - 1300,20,68,39,80,27,80,384,395,205,134,111,0,0,59,1288,4,18
SFO,Terminal G,2018-01-01,1400 - 1500,19,60,24,61,21,61,376,373,132,69,3,0,0,42,995,4,24
SFO,Terminal G,2018-01-01,1500 - 1600,18,41,24,41,20,41,192,361,95,0,0,0,0,20,668,2,26
SFO,Terminal G,2018-01-01,1600 - 1700,30,116,49,116,37,116,440,179,0,0,28,205,0,44,896,5,31
SFO,Terminal G,2018-01-01,1700 - 1800,12,38,16,40,13,40,102,35,6,0,0,0,0,7,150,2,11
SFO,Terminal G,2018-01-01,1800 - 1900,16,45,19,45,17,45,349,215,117,0,0,0,0,24,705,3,21
SFO,Terminal G,2018-01-01,1900 - 2000,18,41,21,41,19,41,248,324,91,0,0,0,0,27,690,4,23
SFO,Terminal G,2018-01-01,2000 - 2100,22,35,24,34,23,35,13,125,32,0,0,0,0,9,179,1,8
SFO,Terminal A,2018-01-02,0900 - 1000,15,86,41,86,30,86,372,242,117,131,140,0,0,42,1044,4,20
SFO,Terminal A,2018-01-02,1000 - 1100,14,41,33,52,23,52,53,43,29,16,0,0,0,6,147,1,13
SFO,Terminal A,2018-01-02,1100 - 1200,7,18,11,19,9,19,126,22,0,0,0,0,0,5,153,1,15
SFO,Terminal A,2018-01-02,1200 - 1300,19,68,33,72,26,72,345,508,194,152,55,0,0,58,1312,4,22
SFO,Terminal A,2018-01-02,1300 - 1400,6,21,9,21,8,21,240,27,0,0,0,0,0,9,276,1,22
SFO,Terminal A,2018-01-02,1400 - 1500,16,60,26,62,20,62,492,606,185,80,10,0,0,58,1431,5,23
SFO,Terminal A,2018-01-02,1600 - 1700,17,25,18,25,17,25,31,109,0,0,0,0,0,7,147,1,8
SFO,Terminal A,2018-01-02,1700 - 1800,15,33,21,39,17,39,273,328,53,0,0,0,0,20,674,3,23
SFO,Terminal A,2018-01-02,1800 - 1900,14,34,11,27,13,34,409,279,10,0,0,0,0,27,725,3,27
SFO,Terminal A,2018-01-02,1900 - 2000,14,26,15,26,15,26,267,212,0,0,0,0,0,22,501,2,26
SFO,Terminal A,2018-01-02,2100 - 2200,10,35,17,35,12,35,186,58,22,0,0,0,0,9,275,1,7
SFO,Terminal A,2018-01-02,2200 - 2300,17,36,18,36,17,36,145,145,28,0,0,0,0,19,337,2,9
SFO,Terminal A,2018-01-02,2300 - 0000,13,41,16,40,13,41,255,117,27,0,0,0,0,21,420,3,8
SFO,Terminal G,2018-01-02,0500 - 0600,26,39,29,39,27,39,4,139,52,0,0,0,0,9,204,1,13
SFO,Terminal G,2018-01-02,0600 - 0700,20,48,21,43,20,48,393,295,240,8,0,0,0,46,982,3,14
SFO,Terminal G,2018-01-02,0800 - 0900,12,38,19,41,15,41,714,460,110,0,0,0,0,55,1339,5,26
SFO,Terminal G,2018-01-02,0900 - 1000,9,24,10,24,10,24,284,72,0,0,0,0,0,14,370,2,20
SFO,Terminal G,2018-01-02,1000 - 1100,13,61,18,62,15,62,661,504,70,11,3,0,0,64,1313,5,20
SFO,Terminal G,2018-01-02,1100 - 1200,16,59,47,97,31,97,282,182,78,95,96,17,0,34,784,3,22
SFO,Terminal G,2018-01-02,1200 - 1300,18,42,36,64,28,64,61,166,131,19,14,0,0,15,406,2,20
SFO,Terminal G,2018-01-02,1400 - 1500,20,54,30,54,24,54,346,624,287,131,0,0,0,57,1445,6,26
SFO,Terminal G,2018-01-02,1600 - 1700,12,42,22,49,16,49,765,412,179,9,0,0,0,45,1410,6,27
SFO,Terminal G,2018-01-02,1700 - 1800,15,25,18,23,15,25,77,87,0,0,0,0,0,7,171,1,6
SFO,Terminal G,2018-01-02,1800 - 1900,11,26,15,29,13,29,221,123,0,0,0,0,0,13,357,2,17
SFO,Terminal G,2018-01-02,1900 - 2000,20,50,31,55,23,55,227,514,212,29,0,0,0,40,1022,4,17
SFO,Terminal G,2018-01-02,2000 - 2100,20,31,22,31,20,31,29,134,9,0,0,0,0,8,180,1,7
SFO,Terminal G,2018-01-02,2300 - 0000,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,1,0
SFO,Terminal A,2018-01-03,0900 - 1000,13,33,25,45,19,45,184,146,90,0,0,0,0,16,436,2,20
SFO,Terminal A,2018-01-03,1000 - 1100,11,36,16,36,13,36,259,132,12,0,0,0,0,20,423,2,18
SFO,Terminal A,2018-01-03,1100 - 1200,17,41,22,41,19,41,172,204,74,0,0,0,0,18,468,2,19
SFO,Terminal A,2018-01-03,1200 - 1300,19,66,35,74,26,74,434,645,236,148,100,0,0,60,1623,5,23
SFO,Terminal A,2018-01-03,1400 - 1500,11,61,14,66,12,66,673,247,13,1,5,0,0,32,971,4,23
SFO,Terminal A,2018-01-03,1500 - 1600,19,60,34,61,24,61,275,258,135,100,4,0,0,30,802,3,18
SFO,Terminal A,2018-01-03,1600 - 1700,14,26,14,26,14,26,139,106,0,0,0,0,0,10,255,1,12
SFO,Terminal A,2018-01-03,1700 - 1800,27,42,31,42,28,42,3,83,61,0,0,0,0,5,152,1,14
SFO,Terminal A,2018-01-03,1800 - 1900,17,44,27,55,21,55,485,596,249,37,0,0,0,53,1420,5,23
SFO,Terminal A,2018-01-03,1900 - 2000,15,30,20,30,16,30,125,160,0,0,0,0,0,9,294,2,16
SFO,Terminal A,2018-01-03,2000 - 2100,10,32,13,32,11,32,193,61,14,0,0,0,0,11,279,1,8
SFO,Terminal A,2018-01-03,2100 - 2200,8,21,11,21,9,21,125,26,0,0,0,0,0,7,158,1,9
SFO,Terminal A,2018-01-03,2200 - 2300,24,36,27,36,25,36,3,133,33,0,0,0,0,6,175,1,9
SFO,Terminal A,2018-01-03,2300 - 0000,7,21,8,21,7,21,227,30,0,0,0,0,0,14,271,2,9
SFO,Terminal G,2018-01-03,0500 - 0600,38,52,46,57,41,57,3,0,139,50,0,0,0,11,203,1,12
SFO,Terminal G,2018-01-03,0600 - 0700,23,87,44,89,29,89,422,520,245,108,183,0,0,70,1548,5,25
SFO,Terminal G,2018-01-03,0700 - 0800,13,64,40,66,27,66,204,77,75,91,33,0,0,17,497,2,25
SFO,Terminal G,2018-01-03,0800 - 0900,9,39,30,57,18,57,580,211,252,48,0,0,0,46,1137,4,24
SFO,Terminal G,2018-01-03,0900 - 1000,39,90,30,90,35,90,177,176,0,2,163,0,0,26,544,3,22
SFO,Terminal G,2018-01-03,1000 - 1100,20,42,26,46,23,46,223,437,233,3,0,0,0,44,940,3,21
SFO,Terminal G,2018-01-03,1100 - 1200,17,64,27,64,21,64,312,216,83,77,7,0,0,22,717,3,19
SFO,Terminal G,2018-01-03,1200 - 1300,11,43,29,43,16,43,172,8,64,0,0,0,0,13,257,2,19
SFO,Terminal G,2018-01-03,1300 - 1400,22,64,28,66,25,66,202,292,116,57,44,0,0,20,731,2,20
SFO,Terminal G,2018-01-03,1400 - 1500,9,25,11,25,9,25,298,59,0,0,0,0,0,10,367,2,16
SFO,Terminal G,2018-01-03,1500 - 1600,15,43,20,42,17,43,320,176,94,0,0,0,0,15,605,2,18
SFO,Terminal G,2018-01-03,1600 - 1700,13,53,24,64,17,64,564,271,118,44,11,0,0,39,1047,4,21
SFO,Terminal G,2018-01-03,1700 - 1800,11,47,25,47,17,47,245,131,72,7,0,0,0,20,475,3,16
SFO,Terminal G,2018-01-03,1800 - 1900,18,36,22,36,19,36,149,311,34,0,0,0,0,26,520,2,13
SFO,Terminal G,2018-01-03,1900 - 2000,20,52,26,52,22,52,172,518,151,31,0,0,0,36,908,4,14
SFO,Terminal G,2018-01-03,2000 - 2100,22,41,30,44,25,44,8,235,79,0,0,0,0,12,334,1,15
SFO,Terminal G,2018-01-03,2100 - 2200,11,21,10,19,11,21,131,43,0,0,0,0,0,6,180,1,5
SFO,Terminal G,2018-01-03,2200 - 2300,13,20,0,0,13,20,3,3,0,0,0,0,0,2,8,1,0
SFO,Terminal A,2018-01-04,0000 - 0100,5,13,6,13,5,13,112,0,0,0,0,0,0,3,115,1,9
SFO,Terminal A,2018-01-04,0800 - 0900,16,33,29,53,24,53,85,109,53,21,0,0,0,8,276,1,20
SFO,Terminal A,2018-01-04,0900 - 1000,13,55,39,62,24,62,334,175,71,196,5,0,0,30,811,3,20
SFO,Terminal A,2018-01-04,1100 - 1200,13,40,19,54,16,54,465,324,60,9,0,0,0,30,888,4,20
SFO,Terminal A,2018-01-04,1200 - 1300,18,62,43,69,30,69,254,238,196,160,65,0,0,32,945,3,20
SFO,Terminal A,2018-01-04,1300 - 1400,17,76,39,87,26,87,356,350,153,130,62,0,0,40,1091,3,18
SFO,Terminal A,2018-01-04,1400 - 1500,20,76,45,86,30,86,298,161,149,11,152,0,0,39,810,3,17
SFO,Terminal A,2018-01-04,1500 - 1600,10,43,34,58,20,58,149,31,22,42,0,0,0,11,255,1,14
SFO,Terminal A,2018-01-04,1700 - 1800,11,24,10,25,10,25,437,106,0,0,0,0,0,16,559,3,18
SFO,Terminal A,2018-01-04,1800 - 1900,15,44,18,44,15,44,439,295,86,0,0,0,0,33,853,3,19
SFO,Terminal A,2018-01-04,1900 - 2000,15,39,20,39,17,39,310,215,61,0,0,0,0,24,610,2,17
SFO,Terminal A,2018-01-04,2000 - 2100,13,28,16,28,14,28,151,114,0,0,0,0,0,9,274,1,15
SFO,Terminal A,2018-01-04,2100 - 2200,11,30,15,28,12,30,105,42,0,0,0,0,0,5,152,1,6
SFO,Terminal A,2018-01-04,2200 - 2300,15,32,20,32,16,32,86,77,10,0,0,0,0,6,179,1,6
SFO,Terminal A,2018-01-04,2300 - 0000,16,56,26,56,19,56,169,167,64,14,0,0,0,15,429,3,8
SFO,Terminal G,2018-01-04,0500 - 0600,25,58,36,57,28,58,76,243,190,40,0,0,0,27,576,2,15
SFO,Terminal G,2018-01-04,0600 - 0700,16,61,33,61,20,61,324,88,140,41,6,0,0,21,620,2,15
SFO,Terminal G,2018-01-04,0700 - 0800,22,35,23,32,22,35,16,202,25,0,0,0,0,14,257,1,15
SFO,Terminal G,2018-01-04,0800 - 0900,16,76,40,82,28,82,450,404,131,201,125,0,0,52,1363,5,22
SFO,Terminal G,2018-01-04,0900 - 1000,13,49,40,74,25,74,333,143,68,95,77,0,0,33,749,3,22
SFO,Terminal G,2018-01-04,1000 - 1100,15,49,41,62,30,62,116,52,45,109,5,0,0,11,338,1,21
SFO,Terminal G,2018-01-04,1100 - 1200,27,93,53,109,40,109,319,108,57,121,182,74,0,33,894,4,23
SFO,Terminal G,2018-01-04,1200 - 1300,19,66,53,72,28,72,109,74,13,39,31,0,0,16,282,2,18
SFO,Terminal G,2018-01-04,1300 - 1400,16,47,25,54,20,54,263,220,72,44,0,0,0,22,621,2,25
SFO,Terminal G,2018-01-04,1400 - 1500,13,27,14,27,13,27,327,257,0,0,0,0,0,30,614,2,19
SFO,Terminal G,2018-01-04,1500 - 1600,20,55,40,71,32,71,199,302,148,208,68,0,0,41,966,4,22
SFO,Terminal G,2018-01-04,1600 - 1700,18,53,27,54,22,54,324,440,163,75,0,0,0,40,1042,4,24
SFO,Terminal G,2018-01-04,1700 - 1800,7,16,8,16,8,16,162,9,0,0,0,0,0,7,178,2,11
SFO,Terminal G,2018-01-04,1800 - 1900,17,48,26,48,20,48,285,256,169,19,0,0,0,32,761,3,15
SFO,Terminal G,2018-01-04,1900 - 2000,11,37,19,38,13,38,451,199,28,0,0,0,0,19,697,3,15
SFO,Terminal G,2018-01-04,2000 - 2100,18,30,19,30,18,30,67,107,0,0,0,0,0,9,183,1,5
SFO,Terminal A,2018-01-05,0800 - 0900,13,23,29,60,23,60,120,78,67,24,0,0,0,7,296,1,18
SFO,Terminal A,2018-01-05,0900 - 1000,20,62,44,68,30,68,228,208,99,154,60,0,0,24,773,3,19
SFO,Terminal A,2018-01-05,1100 - 1200,13,25,14,27,13,27,240,124,0,0,0,0,0,13,377,2,23
SFO,Terminal A,2018-01-05,1200 - 1300,20,50,25,53,22,53,215,389,116,45,0,0,0,29,794,2,22
SFO,Terminal A,2018-01-05,1300 - 1400,14,32,17,35,16,35,146,91,24,0,0,0,0,9,270,1,24
SFO,Terminal A,2018-01-05,1400 - 1500,19,63,28,65,23,65,483,610,250,108,17,0,0,56,1524,5,24
SFO,Terminal A,2018-01-05,1500 - 1600,12,46,31,51,18,51,193,93,55,25,0,0,0,38,404,2,12
SFO,Terminal A,2018-01-05,1600 - 1700,9,26,16,31,12,31,164,74,2,0,0,0,0,14,254,1,13
SFO,Terminal A,2018-01-05,1700 - 1800,15,38,22,39,19,39,124,133,31,0,0,0,0,16,304,1,23
SFO,Terminal A,2018-01-05,1800 - 1900,25,83,17,83,23,83,466,140,0,15,125,0,0,34,780,3,21
SFO,Terminal A,2018-01-05,1900 - 2000,14,50,14,50,14,50,577,93,115,24,0,0,0,41,850,4,20
SFO,Terminal A,2018-01-05,2000 - 2100,24,48,29,48,25,48,9,183,61,7,0,0,0,15,275,1,10
SFO,Terminal A,2018-01-05,2100 - 2200,11,21,9,21,11,21,115,36,0,0,0,0,0,9,160,1,9
SFO,Terminal A,2018-01-05,2200 - 2300,10,23,14,23,11,23,128,53,0,0,0,0,0,6,187,1,9
SFO,Terminal A,2018-01-05,2300 - 0000,12,41,19,45,14,45,265,91,59,0,0,0,0,24,439,3,9
SFO,Terminal G,2018-01-05,0500 - 0600,25,79,47,83,34,83,195,183,129,167,119,0,0,36,829,3,17
SFO,Terminal G,2018-01-05,0600 - 0700,25,79,58,98,37,98,259,307,154,188,237,17,0,51,1213,4,28
SFO,Terminal G,2018-01-05,0700 - 0800,17,44,31,43,23,44,143,144,179,0,0,0,0,24,490,2,26
SFO,Terminal G,2018-01-05,0800 - 0900,12,39,28,53,21,53,347,270,185,43,0,0,0,37,882,3,27
SFO,Terminal G,2018-01-05,0900 - 1000,9,25,11,25,10,25,465,139,0,0,0,0,0,25,629,2,22
SFO,Terminal G,2018-01-05,1000 - 1100,22,48,22,48,22,48,337,210,307,15,0,0,0,30,899,4,21
SFO,Terminal G,2018-01-05,1100 - 1200,25,76,50,100,36,100,237,226,203,107,165,25,0,44,1007,4,21
SFO,Terminal G,2018-01-05,1200 - 1300,13,29,39,51,30,51,63,48,103,42,0,0,0,6,262,1,22
SFO,Terminal G,2018-01-05,1400 - 1500,25,90,26,91,25,91,543,733,188,127,123,1,0,82,1797,7,25
SFO,Terminal G,2018-01-05,1500 - 1600,24,45,33,45,25,45,52,186,109,0,0,0,0,13,360,2,18
SFO,Terminal G,2018-01-05,1600 - 1700,11,26,13,28,12,28,588,248,0,0,0,0,0,33,869,3,26
SFO,Terminal G,2018-01-05,1700 - 1800,20,50,23,50,21,50,246,410,127,8,0,0,0,29,820,3,24
SFO,Terminal G,2018-01-05,1800 - 1900,14,32,15,32,14,32,267,232,7,0,0,0,0,23,529,2,13
SFO,Terminal G,2018-01-05,1900 - 2000,20,45,30,60,24,60,263,348,215,73,0,0,0,43,942,4,17
SFO,Terminal G,2018-01-05,2000 - 2100,21,39,28,39,22,39,32,115,28,0,0,0,0,8,183,1,6
SFO,Terminal A,2018-01-06,0800 - 0900,14,32,28,56,25,56,103,94,66,38,0,0,0,10,311,1,19
SFO,Terminal A,2018-01-06,0900 - 1000,24,92,52,94,37,94,333,219,128,144,294,2,0,49,1169,5,20
SFO,Terminal A,2018-01-06,1000 - 1100,13,71,72,95,53,95,80,21,2,24,142,25,0,9,303,1,21
SFO,Terminal A,2018-01-06,1100 - 1200,15,33,21,44,17,44,204,146,42,0,0,0,0,15,407,2,19
SFO,Terminal A,2018-01-06,1200 - 1300,17,77,34,79,25,79,363,418,184,71,68,0,0,38,1142,3,22
SFO,Terminal A,2018-01-06,1300 - 1400,17,48,30,57,23,57,171,150,48,63,0,0,0,16,448,2,18
SFO,Terminal A,2018-01-06,1400 - 1500,11,37,12,35,11,37,399,137,5,0,0,0,0,16,557,2,22
SFO,Terminal A,2018-01-06,1500 - 1600,13,43,23,50,17,50,300,178,67,7,0,0,0,27,579,2,20
SFO,Terminal A,2018-01-06,1600 - 1700,9,23,10,27,10,27,203,50,0,0,0,0,0,13,266,1,14
SFO,Terminal A,2018-01-06,1700 - 1800,16,31,16,31,16,31,278,359,5,0,0,0,0,23,665,3,22
SFO,Terminal A,2018-01-06,1800 - 1900,12,30,15,37,13,37,627,362,32,0,0,0,0,44,1065,4,23
SFO,Terminal A,2018-01-06,1900 - 2000,14,34,14,34,14,34,431,329,14,0,0,0,0,23,797,4,23
SFO,Terminal A,2018-01-06,2000 - 2100,11,25,13,25,11,25,215,49,0,0,0,0,0,12,276,1,11
SFO,Terminal A,2018-01-06,2100 - 2200,15,29,18,29,16,29,75,72,0,0,0,0,0,5,152,1,11
SFO,Terminal A,2018-01-06,2300 - 0000,9,25,10,25,9,25,496,109,0,0,0,0,0,32,637,4,9
SFO,Terminal G,2018-01-06,0500 - 0600,20,65,28,65,23,65,130,222,80,29,8,0,0,19,488,2,15
SFO,Terminal G,2018-01-06,0600 - 0700,23,75,44,76,29,76,244,335,127,87,115,0,0,36,944,3,16
SFO,Terminal G,2018-01-06,0700 - 0800,10,20,12,26,11,26,355,138,0,0,0,0,0,21,514,2,28
SFO,Terminal G,2018-01-06,0800 - 0900,11,48,25,54,18,54,509,392,142,45,0,0,0,48,1136,4,26
SFO,Terminal G,2018-01-06,0900 - 1000,9,23,12,23,11,23,103,41,0,0,0,0,0,4,148,1,17
SFO,Terminal G,2018-01-06,1000 - 1100,14,37,17,41,15,41,404,311,33,0,0,0,0,28,776,3,18
SFO,Terminal G,2018-01-06,1100 - 1200,17,99,56,114,37,114,307,307,137,85,130,100,0,52,1118,4,22
SFO,Terminal G,2018-01-06,1200 - 1300,15,86,48,93,32,93,194,109,47,30,96,7,0,29,512,4,19
SFO,Terminal G,2018-01-06,1300 - 1400,26,112,52,112,43,112,85,259,148,78,131,79,0,20,800,3,21
SFO,Terminal G,2018-01-06,1400 - 1500,16,75,35,76,24,76,440,220,92,134,66,0,0,37,989,4,25
SFO,Terminal G,2018-01-06,1500 - 1600,16,38,16,36,16,38,256,229,36,0,0,0,0,25,546,2,21
SFO,Terminal G,2018-01-06,1600 - 1700,15,45,27,46,19,46,252,292,110,3,0,0,0,23,680,3,20
SFO,Terminal G,2018-01-06,1700 - 1800,22,71,23,59,22,71,308,293,197,50,2,0,0,40,890,5,19
SFO,Terminal G,2018-01-06,1800 - 1900,21,49,34,68,27,68,97,260,155,46,17,0,0,24,599,2,13
SFO,Terminal G,2018-01-06,1900 - 2000,15,53,37,66,21,66,274,146,26,57,23,0,0,28,554,3,13
SFO,Terminal G,2018-01-06,2000 - 2100,30,47,25,47,28,47,19,242,171,12,0,0,0,19,463,2,11
SFO,Terminal G,2018-01-06,2300 - 0000,5,9,0,0,5,9,7,0,0,0,0,0,0,1,8,1,0
SFO,Terminal A,2018-01-07,0100 - 0200,7,15,7,14,7,15,140,0,0,0,0,0,0,8,148,1,9
SFO,Terminal A,2018-01-07,0900 - 1000,20,66,39,75,30,75,348,222,191,181,120,0,0,39,1101,4,18
SFO,Terminal A,2018-01-07,1100 - 1200,15,34,17,33,16,34,202,183,14,0,0,0,0,18,417,2,19
SFO,Terminal A,2018-01-07,1200 - 1300,21,44,27,59,24,59,242,750,215,67,0,0,0,56,1330,4,24
SFO,Terminal A,2018-01-07,1300 - 1400,22,75,42,75,34,75,274,122,146,246,113,0,0,34,935,3,24
SFO,Terminal A,2018-01-07,1400 - 1500,16,45,31,67,23,67,271,342,133,67,12,0,0,38,863,3,22
SFO,Terminal A,2018-01-07,1500 - 1600,18,40,29,63,22,63,168,144,30,45,6,0,0,17,410,2,15
SFO,Terminal A,2018-01-07,1700 - 1800,25,51,30,51,26,51,74,355,186,26,0,0,0,30,671,3,16
SFO,Terminal A,2018-01-07,1800 - 1900,16,68,34,92,25,92,503,273,70,69,120,4,0,46,1085,4,16
SFO,Terminal A,2018-01-07,1900 - 2000,19,44,47,71,26,71,58,24,46,8,9,0,0,8,153,1,12
SFO,Terminal A,2018-01-07,2000 - 2100,14,42,18,42,15,42,255,117,51,0,0,0,0,22,445,2,11
SFO,Terminal A,2018-01-07,2200 - 2300,10,25,12,25,11,25,125,53,0,0,0,0,0,10,188,1,7
SFO,Terminal A,2018-01-07,2300 - 0000,15,56,21,55,17,56,335,112,53,53,0,0,0,29,582,4,7
SFO,Terminal G,2018-01-07,0500 - 0600,28,88,47,90,40,90,34,125,159,94,73,0,0,16,501,2,16
SFO,Terminal G,2018-01-07,0600 - 0700,22,89,58,94,35,94,420,343,82,76,326,24,0,60,1331,4,23
SFO,Terminal G,2018-01-07,0700 - 0800,13,27,19,27,14,27,145,93,0,0,0,0,0,13,251,1,18
SFO,Terminal G,2018-01-07,0800 - 0900,9,41,40,95,32,95,393,194,181,134,167,17,0,46,1132,4,26
SFO,Terminal G,2018-01-07,0900 - 1000,12,70,38,80,28,80,351,43,102,98,122,0,0,34,750,3,22
SFO,Terminal G,2018-01-07,1000 - 1100,26,56,32,56,28,56,117,270,243,74,0,0,0,32,736,3,22
SFO,Terminal G,2018-01-07,1100 - 1200,12,59,43,99,30,99,349,144,164,145,101,10,0,36,949,4,25
SFO,Terminal G,2018-01-07,1200 - 1300,15,45,44,68,33,68,182,42,99,127,66,0,0,18,534,2,24
SFO,Terminal G,2018-01-07,1400 - 1500,18,57,30,61,25,61,345,514,221,138,4,0,0,49,1271,4,24
SFO,Terminal G,2018-01-07,1500 - 1600,22,39,24,50,23,50,157,439,148,12,0,0,0,36,792,4,16
SFO,Terminal G,2018-01-07,1600 - 1700,21,54,26,57,24,57,280,249,245,63,0,0,0,25,862,3,22
SFO,Terminal G,2018-01-07,1700 - 1800,18,54,33,61,24,61,141,221,64,67,5,0,0,24,522,3,17
SFO,Terminal G,2018-01-07,1800 - 1900,16,60,39,91,26,91,238,277,97,52,66,2,0,39,771,3,11
SFO,Terminal G,2018-01-07,1900 - 2000,23,91,44,107,33,107,289,147,34,14,112,49,0,29,674,3,11
SFO,Terminal G,2018-01-07,2000 - 2100,21,46,37,52,24,52,30,99,28,15,0,0,0,9,181,1,10
SFO,Terminal A,2018-01-08,0900 - 1000,17,47,23,52,20,52,351,395,123,55,0,0,0,36,960,4,21
SFO,Terminal A,2018-01-08,1000 - 1100,24,40,0,0,24,40,2,0,3,0,0,0,0,1,6,1,0
SFO,Terminal A,2018-01-08,1200 - 1300,25,88,37,90,31,90,233,252,181,93,103,0,0,37,899,3,24
SFO,Terminal A,2018-01-08,1300 - 1400,32,95,54,95,44,95,175,116,48,171,188,42,0,25,765,3,23
SFO,Terminal A,2018-01-08,1400 - 1500,13,29,13,29,13,29,359,186,0,0,0,0,0,16,561,2,24
SFO,Terminal A,2018-01-08,1500 - 1600,12,22,10,22,11,22,209,48,0,0,0,0,0,8,265,1,21
SFO,Terminal A,2018-01-08,1600 - 1700,13,43,17,43,15,43,473,241,87,0,0,0,0,25,826,3,20
SFO,Terminal A,2018-01-08,1700 - 1800,21,41,23,41,22,41,151,358,103,0,0,0,0,20,632,2,21
SFO,Terminal A,2018-01-08,1800 - 1900,24,58,22,59,23,59,449,456,313,86,0,0,0,52,1356,5,18
SFO,Terminal A,2018-01-08,1900 - 2000,17,30,23,30,19,30,58,83,0,0,0,0,0,3,144,1,17
SFO,Terminal A,2018-01-08,2000 - 2100,10,38,18,38,13,38,176,57,35,0,0,0,0,11,279,1,9
SFO,Terminal A,2018-01-08,2100 - 2200,12,33,16,33,13,33,222,135,16,0,0,0,0,18,391,2,15
SFO,Terminal A,2018-01-08,2200 - 2300,12,30,16,30,13,30,120,61,0,0,0,0,0,8,189,1,8
SFO,Terminal A,2018-01-08,2300 - 0000,10,29,10,29,10,29,191,67,0,0,0,0,0,14,272,2,7
SFO,Terminal G,2018-01-08,0500 - 0600,9,32,17,32,14,32,123,84,6,0,0,0,0,6,219,1,18
SFO,Terminal G,2018-01-08,0600 - 0700,17,71,43,77,28,77,350,285,148,149,108,0,0,36,1076,3,22
SFO,Terminal G,2018-01-08,0700 - 0800,20,71,67,107,49,107,184,69,86,103,155,125,0,31,753,3,25
SFO,Terminal G,2018-01-08,0800 - 0900,19,76,51,105,39,105,243,315,106,123,235,66,0,41,1129,4,27
SFO,Terminal G,2018-01-08,0900 - 1000,15,81,36,81,28,81,240,155,50,91,72,0,0,27,635,3,21
SFO,Terminal G,2018-01-08,1000 - 1100,15,66,24,66,20,66,328,236,122,42,14,0,0,22,764,3,23
SFO,Terminal G,2018-01-08,1100 - 1200,16,83,50,88,38,88,360,98,176,168,298,0,0,35,1135,4,25
SFO,Terminal G,2018-01-08,1200 - 1300,29,61,41,66,34,66,6,130,66,39,16,0,0,14,271,1,13
SFO,Terminal G,2018-01-08,1300 - 1400,23,73,34,78,30,78,253,252,241,189,39,0,0,33,1007,3,23
SFO,Terminal G,2018-01-08,1400 - 1500,26,48,22,48,25,48,26,230,65,10,0,0,0,17,348,1,20
SFO,Terminal G,2018-01-08,1500 - 1600,20,52,24,52,22,52,328,297,174,48,0,0,0,30,877,3,19
SFO,Terminal G,2018-01-08,1600 - 1700,11,28,14,28,12,28,436,177,0,0,0,0,0,25,638,3,19
SFO,Terminal G,2018-01-08,1700 - 1800,13,48,23,51,17,51,269,147,67,15,0,0,0,16,514,2,19
