airport,terminal,date,hour,us_avg_wait,us_max_wait,non_us_avg_wait,non_us_max_wait,all_avg_wait,all_max_wait,all_n_0_15,all_n_16_30,all_n_31_45,all_n_46_60,all_n_61_90,all_n_91_120,all_n_120_plus,all_excluded,all_total,all_flights,all_booths
MSP,Terminal 1Lindbergh,2018-01-01,0800 - 0900,6,12,6,22,6,22,62,3,0,0,0,0,0,2,67,1,2
MSP,Terminal 1Lindbergh,2018-01-01,1100 - 1200,10,33,18,34,13,34,158,88,16,0,0,0,0,10,272,1,8
MSP,Terminal 1Lindbergh,2018-01-01,1200 - 1300,16,49,30,52,19,52,208,239,49,27,0,0,0,23,546,2,8
MSP,Terminal 1Lindbergh,2018-01-01,1500 - 1600,10,37,25,52,14,52,312,69,42,6,0,0,0,15,444,2,6
MSP,Terminal 1Lindbergh,2018-01-01,1600 - 1700,9,16,12,12,9,16,148,1,0,0,0,0,0,6,155,1,2
MSP,Terminal 1Lindbergh,2018-01-01,1800 - 1900,9,30,19,29,10,30,241,71,0,0,0,0,0,7,319,2,4
MSP,Terminal 1Lindbergh,2018-01-01,2000 - 2100,12,23,13,22,12,23,99,55,0,0,0,0,0,3,157,1,4
MSP,Terminal 2Humphrey,2018-01-01,1100 - 1200,4,10,4,4,4,10,22,0,0,0,0,0,0,1,23,1,0
MSP,Terminal 2Humphrey,2018-01-01,1200 - 1300,6,13,8,11,6,13,22,0,0,0,0,0,0,2,24,2,0
MSP,Terminal 2Humphrey,2018-01-01,1400 - 1500,11,22,20,22,11,22,112,48,0,0,0,0,0,5,165,1,3
MSP,Terminal 2Humphrey,2018-01-01,1500 - 1600,5,14,0,0,5,14,26,0,0,0,0,0,0,2,28,2,0
MSP,Terminal 2Humphrey,2018-01-01,1600 - 1700,10,18,12,17,10,18,88,19,0,0,0,0,0,5,112,1,3
MSP,Terminal 2Humphrey,2018-01-01,1700 - 1800,20,55,30,51,22,55,44,103,13,10,0,0,0,6,176,1,3
MSP,Terminal 2Humphrey,2018-01-01,1900 - 2000,19,31,19,19,19,31,7,100,2,0,0,0,0,3,112,1,2
MSP,Terminal 1Lindbergh,2018-01-02,0800 - 0900,10,23,11,24,11,24,45,19,0,0,0,0,0,1,65,1,2
MSP,Terminal 1Lindbergh,2018-01-02,1200 - 1300,9,39,31,69,18,69,330,74,45,45,22,0,0,23,539,2,9
MSP,Terminal 1Lindbergh,2018-01-02,1300 - 1400,13,50,38,59,24,59,135,38,35,59,0,0,0,14,281,1,9
MSP,Terminal 1Lindbergh,2018-01-02,1500 - 1600,9,35,16,35,11,35,354,57,22,0,0,0,0,20,453,2,8
MSP,Terminal 1Lindbergh,2018-01-02,1600 - 1700,9,17,10,16,9,17,140,7,0,0,0,0,0,5,152,1,5
MSP,Terminal 1Lindbergh,2018-01-02,1800 - 1900,14,75,33,74,18,75,372,190,26,13,31,0,0,28,660,4,7
MSP,Terminal 1Lindbergh,2018-01-02,1900 - 2000,16,68,32,68,17,68,296,160,62,3,12,0,0,25,558,3,6
MSP,Terminal 1Lindbergh,2018-01-02,2000 - 2100,8,16,15,22,8,22,149,8,0,0,0,0,0,5,162,1,1
MSP,Terminal 1Lindbergh,2018-01-02,2100 - 2200,5,15,6,12,5,15,135,0,0,0,0,0,0,15,150,1,3
MSP,Terminal 2Humphrey,2018-01-02,1200 - 1300,4,9,7,9,4,9,23,0,0,0,0,0,0,1,24,2,0
MSP,Terminal 2Humphrey,2018-01-02,1300 - 1400,5,10,0,0,5,10,12,0,0,0,0,0,0,0,12,1,0
MSP,Terminal 2Humphrey,2018-01-02,1400 - 1500,9,21,12,21,9,21,145,18,0,0,0,0,0,4,167,1,3
MSP,Terminal 2Humphrey,2018-01-02,1500 - 1600,7,17,11,14,7,17,181,4,0,0,0,0,0,8,193,3,3
MSP,Terminal 2Humphrey,2018-01-02,1800 - 1900,6,12,0,0,6,12,31,0,0,0,0,0,0,2,33,3,0
MSP,Terminal 2Humphrey,2018-01-02,1900 - 2000,5,12,4,4,4,12,19,0,0,0,0,0,0,1,20,2,0
MSP,Terminal 2Humphrey,2018-01-02,2000 - 2100,7,14,10,10,7,14,147,0,0,0,0,0,0,6,153,1,3
MSP,Terminal 1Lindbergh,2018-01-03,0800 - 0900,6,14,6,13,6,14,62,0,0,0,0,0,0,2,64,1,2
MSP,Terminal 1Lindbergh,2018-01-03,1100 - 1200,10,35,23,39,15,39,155,60,43,0,0,0,0,12,270,1,7
MSP,Terminal 1Lindbergh,2018-01-03,1200 - 1300,10,26,19,36,13,36,324,146,21,0,0,0,0,16,507,2,10
MSP,Terminal 1Lindbergh,2018-01-03,1500 - 1600,8,33,19,39,13,39,152,35,24,0,0,0,0,6,217,1,6
MSP,Terminal 1Lindbergh,2018-01-03,1600 - 1700,10,44,26,46,13,46,228,73,27,3,0,0,0,15,346,2,4
MSP,Terminal 1Lindbergh,2018-01-03,1800 - 1900,15,48,24,48,17,48,261,152,29,5,0,0,0,21,468,3,3
MSP,Terminal 1Lindbergh,2018-01-03,1900 - 2000,11,34,17,35,12,35,232,73,9,0,0,0,0,10,324,2,3
MSP,Terminal 1Lindbergh,2018-01-03,2000 - 2100,11,20,18,34,12,34,227,65,3,0,0,0,0,14,309,2,1
MSP,Terminal 2Humphrey,2018-01-03,1100 - 1200,3,6,3,6,3,6,21,0,0,0,0,0,0,1,22,1,0
MSP,Terminal 2Humphrey,2018-01-03,1200 - 1300,6,11,12,20,7,20,37,2,0,0,0,0,0,1,40,2,0
MSP,Terminal 2Humphrey,2018-01-03,1500 - 1600,10,19,10,14,10,19,132,44,0,0,0,0,0,5,181,2,3
MSP,Terminal 2Humphrey,2018-01-03,1600 - 1700,12,39,20,39,13,39,199,110,13,0,0,0,0,13,335,3,4
MSP,Terminal 2Humphrey,2018-01-03,1800 - 1900,6,12,8,8,6,12,142,0,0,0,0,0,0,1,143,3,3
MSP,Terminal 2Humphrey,2018-01-03,1900 - 2000,11,22,13,17,11,22,126,47,0,0,0,0,0,5,178,3,3
MSP,Terminal 2Humphrey,2018-01-03,2000 - 2100,14,23,13,17,14,23,87,69,0,0,0,0,0,8,164,2,4
MSP,Terminal 1Lindbergh,2018-01-04,0800 - 0900,5,10,8,21,7,21,58,5,0,0,0,0,0,1,64,1,3
MSP,Terminal 1Lindbergh,2018-01-04,1200 - 1300,11,35,20,38,14,38,497,243,62,0,0,0,0,26,828,3,8
MSP,Terminal 1Lindbergh,2018-01-04,1400 - 1500,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,1,0
MSP,Terminal 1Lindbergh,2018-01-04,1500 - 1600,10,37,22,41,13,41,180,66,30,0,0,0,0,10,286,1,6
MSP,Terminal 1Lindbergh,2018-01-04,1600 - 1700,9,21,11,23,9,23,312,41,0,0,0,0,0,10,363,2,5
MSP,Terminal 1Lindbergh,2018-01-04,1800 - 1900,14,38,22,37,15,38,229,170,13,0,0,0,0,22,434,2,2
MSP,Terminal 1Lindbergh,2018-01-04,1900 - 2000,10,29,19,35,12,35,173,64,4,0,0,0,0,13,254,3,3
MSP,Terminal 1Lindbergh,2018-01-04,2000 - 2100,14,34,22,34,15,34,181,148,14,0,0,0,0,13,356,2,3
MSP,Terminal 2Humphrey,2018-01-04,1200 - 1300,4,10,4,6,4,10,35,0,0,0,0,0,0,1,36,3,0
MSP,Terminal 2Humphrey,2018-01-04,1500 - 1600,18,68,32,68,19,68,131,116,33,12,6,0,0,10,308,2,3
MSP,Terminal 2Humphrey,2018-01-04,1600 - 1700,7,19,11,20,8,20,102,6,0,0,0,0,0,6,114,2,3
MSP,Terminal 2Humphrey,2018-01-04,1800 - 1900,8,24,16,25,9,25,148,13,0,0,0,0,0,10,171,2,3
MSP,Terminal 1Lindbergh,2018-01-05,0800 - 0900,5,7,6,14,6,14,62,0,0,0,0,0,0,2,64,1,2
MSP,Terminal 1Lindbergh,2018-01-05,1100 - 1200,11,34,24,39,17,39,134,107,39,0,0,0,0,4,284,1,9
MSP,Terminal 1Lindbergh,2018-01-05,1300 - 1400,10,34,18,37,13,37,358,160,32,0,0,0,0,18,568,2,10
MSP,Terminal 1Lindbergh,2018-01-05,1500 - 1600,19,63,34,67,24,67,156,184,54,44,19,0,0,19,476,2,8
MSP,Terminal 1Lindbergh,2018-01-05,1600 - 1700,11,27,18,28,12,28,117,36,0,0,0,0,0,4,157,1,6
MSP,Terminal 1Lindbergh,2018-01-05,1700 - 1800,8,54,10,12,8,54,152,0,0,1,0,0,0,9,162,2,5
MSP,Terminal 1Lindbergh,2018-01-05,1800 - 1900,13,41,18,48,14,48,288,159,26,8,0,0,0,18,499,3,5
MSP,Terminal 1Lindbergh,2018-01-05,1900 - 2000,19,47,31,49,20,49,59,61,9,6,0,0,0,8,143,1,2
MSP,Terminal 1Lindbergh,2018-01-05,2000 - 2100,9,48,16,47,10,48,328,28,19,5,0,0,0,16,396,2,3
MSP,Terminal 1Lindbergh,2018-01-05,2100 - 2200,7,26,14,26,8,26,129,22,0,0,0,0,0,8,159,1,3
MSP,Terminal 2Humphrey,2018-01-05,1100 - 1200,3,5,0,0,3,5,7,0,0,0,0,0,0,0,7,1,0
MSP,Terminal 2Humphrey,2018-01-05,1300 - 1400,2,4,0,0,2,4,18,0,0,0,0,0,0,1,19,2,0
MSP,Terminal 2Humphrey,2018-01-05,1500 - 1600,17,41,15,41,16,41,158,142,20,0,0,0,0,13,333,4,4
MSP,Terminal 2Humphrey,2018-01-05,1600 - 1700,11,23,16,21,12,23,105,40,0,0,0,0,0,7,152,2,3
MSP,Terminal 2Humphrey,2018-01-05,1700 - 1800,21,47,27,49,22,49,39,106,23,4,0,0,0,9,181,1,3
MSP,Terminal 2Humphrey,2018-01-05,1800 - 1900,5,9,4,4,5,9,8,0,0,0,0,0,0,1,9,1,0
MSP,Terminal 2Humphrey,2018-01-05,2000 - 2100,9,18,5,5,9,18,149,15,0,0,0,0,0,6,170,2,3
MSP,Terminal 2Humphrey,2018-01-05,2100 - 2200,8,20,12,18,8,20,133,13,0,0,0,0,0,6,152,1,3
MSP,Terminal 1Lindbergh,2018-01-06,0800 - 0900,6,9,6,17,6,17,59,1,0,0,0,0,0,2,62,1,1
MSP,Terminal 1Lindbergh,2018-01-06,1100 - 1200,12,43,28,45,19,45,136,76,60,0,0,0,0,7,279,1,11
MSP,Terminal 1Lindbergh,2018-01-06,1200 - 1300,13,39,18,39,16,39,156,91,28,0,0,0,0,9,284,1,10
MSP,Terminal 1Lindbergh,2018-01-06,1300 - 1400,9,23,13,28,10,28,218,53,0,0,0,0,0,11,282,1,8
MSP,Terminal 1Lindbergh,2018-01-06,1500 - 1600,11,38,19,38,15,38,173,73,30,0,0,0,0,9,285,1,8
MSP,Terminal 1Lindbergh,2018-01-06,1600 - 1700,13,28,14,28,13,28,209,137,0,0,0,0,0,13,359,2,9
MSP,Terminal 1Lindbergh,2018-01-06,1800 - 1900,17,44,17,44,17,44,204,237,54,0,0,0,0,24,519,4,5
MSP,Terminal 1Lindbergh,2018-01-06,1900 - 2000,21,55,31,55,22,55,182,287,94,31,0,0,0,18,612,4,7
MSP,Terminal 1Lindbergh,2018-01-06,2000 - 2100,6,15,8,18,6,18,256,1,0,0,0,0,0,16,273,2,3
MSP,Terminal 1Lindbergh,2018-01-06,2100 - 2200,20,40,25,40,21,40,115,106,99,0,0,0,0,13,333,2,3
MSP,Terminal 2Humphrey,2018-01-06,1100 - 1200,4,8,0,0,4,8,13,0,0,0,0,0,0,1,14,1,0
MSP,Terminal 2Humphrey,2018-01-06,1200 - 1300,7,15,0,0,7,15,9,0,0,0,0,0,0,1,10,1,0
MSP,Terminal 2Humphrey,2018-01-06,1300 - 1400,3,4,0,0,2,4,12,0,0,0,0,0,0,0,12,1,0
MSP,Terminal 2Humphrey,2018-01-06,1400 - 1500,19,38,24,41,20,41,54,77,25,0,0,0,0,9,165,1,2
MSP,Terminal 2Humphrey,2018-01-06,1500 - 1600,17,46,21,43,18,46,60,76,7,1,0,0,0,5,149,2,2
MSP,Terminal 2Humphrey,2018-01-06,1600 - 1700,10,68,0,0,10,68,23,0,0,0,2,0,0,1,26,2,0
MSP,Terminal 2Humphrey,2018-01-06,1700 - 1800,10,26,20,41,12,41,112,48,12,0,0,0,0,9,181,1,3
MSP,Terminal 2Humphrey,2018-01-06,1800 - 1900,6,12,7,9,6,12,10,0,0,0,0,0,0,1,11,1,0
MSP,Terminal 2Humphrey,2018-01-06,1900 - 2000,9,24,12,24,10,24,147,23,0,0,0,0,0,4,174,4,3
MSP,Terminal 2Humphrey,2018-01-06,2000 - 2100,10,37,21,37,11,37,120,38,9,0,0,0,0,8,175,3,3
MSP,Terminal 2Humphrey,2018-01-06,2100 - 2200,11,19,16,16,12,19,69,20,0,0,0,0,0,3,92,2,2
MSP,Terminal 2Humphrey,2018-01-06,2200 - 2300,7,22,12,21,7,22,138,10,0,0,0,0,0,9,157,1,3
MSP,Terminal 1Lindbergh,2018-01-07,0800 - 0900,5,8,7,17,7,17,59,4,0,0,0,0,0,2,65,1,2
MSP,Terminal 1Lindbergh,2018-01-07,1100 - 1200,7,19,6,18,7,19,145,6,0,0,0,0,0,4,155,1,2
MSP,Terminal 1Lindbergh,2018-01-07,1200 - 1300,18,74,37,76,28,76,173,167,70,60,64,0,0,21,555,2,9
MSP,Terminal 1Lindbergh,2018-01-07,1500 - 1600,8,17,6,10,8,17,145,1,0,0,0,0,0,7,153,1,4
MSP,Terminal 1Lindbergh,2018-01-07,1600 - 1700,21,39,21,39,21,39,127,112,96,0,0,0,0,13,348,2,6
MSP,Terminal 1Lindbergh,2018-01-07,1700 - 1800,9,22,12,22,10,22,128,32,0,0,0,0,0,6,166,1,4
MSP,Terminal 1Lindbergh,2018-01-07,1800 - 1900,9,21,11,16,10,21,314,45,0,0,0,0,0,14,373,2,3
MSP,Terminal 1Lindbergh,2018-01-07,1900 - 2000,13,63,26,63,17,63,389,133,52,32,9,0,0,23,638,3,5
MSP,Terminal 1Lindbergh,2018-01-07,2000 - 2100,6,36,20,46,12,46,140,22,22,2,0,0,0,11,197,2,5
MSP,Terminal 1Lindbergh,2018-01-07,2200 - 2300,7,16,7,16,7,16,145,2,0,0,0,0,0,8,155,1,2
MSP,Terminal 2Humphrey,2018-01-07,0000 - 0100,18,59,25,59,19,59,104,117,23,10,0,0,0,8,262,2,3
MSP,Terminal 2Humphrey,2018-01-07,1100 - 1200,2,4,0,0,2,4,10,0,0,0,0,0,0,1,11,1,0
MSP,Terminal 2Humphrey,2018-01-07,1200 - 1300,6,16,7,11,6,16,30,2,0,0,0,0,0,1,33,2,0
MSP,Terminal 2Humphrey,2018-01-07,1500 - 1600,9,18,13,18,9,18,135,23,0,0,0,0,0,9,167,2,4
MSP,Terminal 2Humphrey,2018-01-07,1600 - 1700,9,41,15,34,9,41,252,29,7,0,0,0,0,16,304,4,3
MSP,Terminal 2Humphrey,2018-01-07,1700 - 1800,8,22,13,22,8,22,139,17,0,0,0,0,0,8,164,1,3
MSP,Terminal 2Humphrey,2018-01-07,1900 - 2000,9,49,21,49,11,49,390,58,14,6,0,0,0,24,492,6,3
MSP,Terminal 2Humphrey,2018-01-07,2000 - 2100,4,8,0,0,4,8,6,0,0,0,0,0,0,1,7,1,0
MSP,Terminal 2Humphrey,2018-01-07,2100 - 2200,9,23,11,23,9,23,142,14,0,0,0,0,0,8,164,1,3
MSP,Terminal 2Humphrey,2018-01-07,2200 - 2300,8,16,14,14,8,16,126,13,0,0,0,0,0,7,146,1,2
MSP,Terminal 1Lindbergh,2018-01-08,0800 - 0900,4,13,5,12,5,13,46,0,0,0,0,0,0,2,48,1,2
MSP,Terminal 1Lindbergh,2018-01-08,1100 - 1200,11,36,18,36,15,36,159,85,23,0,0,0,0,7,274,1,9
MSP,Terminal 1Lindbergh,2018-01-08,1200 - 1300,19,61,32,61,26,61,160,190,82,98,6,0,0,19,555,2,11
MSP,Terminal 1Lindbergh,2018-01-08,1400 - 1500,14,32,21,43,18,43,126,95,51,0,0,0,0,5,277,1,7
MSP,Terminal 1Lindbergh,2018-01-08,1500 - 1600,8,24,13,26,10,26,150,47,0,0,0,0,0,7,204,1,7
MSP,Terminal 1Lindbergh,2018-01-08,1600 - 1700,10,22,12,19,10,22,255,44,0,0,0,0,0,10,309,2,3
MSP,Terminal 1Lindbergh,2018-01-08,1800 - 1900,11,42,13,45,11,45,399,79,19,0,0,0,0,22,519,4,4
MSP,Terminal 1Lindbergh,2018-01-08,1900 - 2000,11,43,20,46,12,46,158,57,8,1,0,0,0,11,235,3,4
MSP,Terminal 1Lindbergh,2018-01-08,2000 - 2100,13,27,19,27,13,27,125,68,0,0,0,0,0,5,198,1,3
MSP,Terminal 1Lindbergh,2018-01-08,2200 - 2300,12,33,18,33,14,33,95,42,7,0,0,0,0,4,148,1,3
MSP,Terminal 2Humphrey,2018-01-08,1100 - 1200,3,6,6,6,3,6,12,0,0,0,0,0,0,1,13,1,0
MSP,Terminal 2Humphrey,2018-01-08,1200 - 1300,5,12,7,12,5,12,27,0,0,0,0,0,0,2,29,2,0
MSP,Terminal 2Humphrey,2018-01-08,1400 - 1500,5,10,3,5,4,10,15,0,0,0,0,0,0,1,16,1,0
MSP,Terminal 2Humphrey,2018-01-08,1500 - 1600,3,4,3,4,3,4,5,0,0,0,0,0,0,1,6,1,0
MSP,Terminal 2Humphrey,2018-01-08,1600 - 1700,4,9,7,9,5,9,56,0,0,0,0,0,0,2,58,2,1
MSP,Terminal 2Humphrey,2018-01-08,1800 - 1900,24,89,43,89,27,89,106,104,78,19,27,0,0,11,345,2,4
MSP,Terminal 2Humphrey,2018-01-08,1900 - 2000,11,27,20,27,12,27,71,21,0,0,0,0,0,2,94,1,3
MSP,Terminal 2Humphrey,2018-01-08,2000 - 2100,14,23,22,24,14,24,40,30,0,0,0,0,0,5,75,1,3
MSP,Terminal 2Humphrey,2018-01-08,2100 - 2200,12,23,14,22,12,23,73,35,0,0,0,0,0,4,112,1,3
MSP,Terminal 1Lindbergh,2018-01-09,0800 - 0900,6,8,7,15,7,15,53,0,0,0,0,0,0,1,54,1,2
MSP,Terminal 1Lindbergh,2018-01-09,1100 - 1200,16,48,29,52,24,52,93,91,63,34,0,0,0,5,286,1,9
MSP,Terminal 1Lindbergh,2018-01-09,1200 - 1300,20,40,30,64,25,64,173,199,108,58,13,0,0,20,571,2,9
MSP,Terminal 1Lindbergh,2018-01-09,1400 - 1500,13,36,21,39,17,39,139,108,31,0,0,0,0,7,285,1,9
MSP,Terminal 1Lindbergh,2018-01-09,1500 - 1600,12,30,18,31,15,31,113,71,3,0,0,0,0,9,196,1,6
MSP,Terminal 1Lindbergh,2018-01-09,1600 - 1700,8,21,10,19,8,21,227,29,0,0,0,0,0,8,264,2,3
MSP,Terminal 1Lindbergh,2018-01-09,1800 - 1900,14,56,25,56,16,56,392,167,47,27,0,0,0,23,656,3,6
MSP,Terminal 1Lindbergh,2018-01-09,1900 - 2000,12,26,15,25,13,26,284,148,0,0,0,0,0,18,450,3,6
MSP,Terminal 1Lindbergh,2018-01-09,2000 - 2100,7,14,6,14,7,14,177,0,0,0,0,0,0,8,185,2,3
MSP,Terminal 1Lindbergh,2018-01-09,2200 - 2300,4,10,7,13,5,13,51,0,0,0,0,0,0,2,53,1,1
MSP,Terminal 2Humphrey,2018-01-09,1200 - 1300,3,6,4,4,3,6,8,0,0,0,0,0,0,1,9,1,0
MSP,Terminal 2Humphrey,2018-01-09,1400 - 1500,8,10,10,10,8,10,6,0,0,0,0,0,0,0,6,1,0
MSP,Terminal 2Humphrey,2018-01-09,1500 - 1600,2,4,2,2,2,4,5,0,0,0,0,0,0,1,6,1,0
MSP,Terminal 2Humphrey,2018-01-09,1600 - 1700,6,15,13,13,6,15,51,0,0,0,0,0,0,2,53,1,2
MSP,Terminal 2Humphrey,2018-01-09,1700 - 1800,7,26,14,25,8,26,101,7,0,0,0,0,0,4,112,1,2
MSP,Terminal 2Humphrey,2018-01-09,1800 - 1900,6,9,15,16,10,16,6,1,0,0,0,0,0,1,8,1,0
MSP,Terminal 2Humphrey,2018-01-09,1900 - 2000,6,9,0,0,6,9,5,0,0,0,0,0,0,1,6,1,0
MSP,Terminal 2Humphrey,2018-01-09,2000 - 2100,8,45,25,41,9,45,69,6,5,0,0,0,0,3,83,1,2
MSP,Terminal 1Lindbergh,2018-01-10,0800 - 0900,8,16,9,13,8,16,57,1,0,0,0,0,0,2,60,1,2
MSP,Terminal 1Lindbergh,2018-01-10,1100 - 1200,15,38,24,42,20,42,100,119,55,0,0,0,0,7,281,1,10
MSP,Terminal 1Lindbergh,2018-01-10,1200 - 1300,10,33,20,39,15,39,149,77,34,0,0,0,0,6,266,1,10
MSP,Terminal 1Lindbergh,2018-01-10,1500 - 1600,16,50,26,56,20,56,177,167,55,29,0,0,0,17,445,2,9
MSP,Terminal 1Lindbergh,2018-01-10,1600 - 1700,8,31,15,32,9,32,180,21,4,0,0,0,0,7,212,2,6
MSP,Terminal 1Lindbergh,2018-01-10,1800 - 1900,8,21,11,26,9,26,338,18,0,0,0,0,0,16,372,3,2
MSP,Terminal 1Lindbergh,2018-01-10,1900 - 2000,5,19,8,14,6,19,171,4,0,0,0,0,0,2,177,3,3
MSP,Terminal 1Lindbergh,2018-01-10,2200 - 2300,4,11,8,13,5,13,25,0,0,0,0,0,0,1,26,1,2
MSP,Terminal 2Humphrey,2018-01-10,0800 - 0900,4,4,6,8,6,8,5,0,0,0,0,0,0,1,6,1,0
MSP,Terminal 2Humphrey,2018-01-10,1100 - 1200,6,20,8,11,6,20,10,1,0,0,0,0,0,1,12,1,0
MSP,Terminal 2Humphrey,2018-01-10,1200 - 1300,5,10,0,0,5,10,15,0,0,0,0,0,0,0,15,1,0
MSP,Terminal 2Humphrey,2018-01-10,1400 - 1500,5,10,10,10,5,10,38,0,0,0,0,0,0,2,40,1,1
MSP,Terminal 2Humphrey,2018-01-10,1500 - 1600,4,9,9,13,4,13,19,0,0,0,0,0,0,2,21,2,0
MSP,Terminal 2Humphrey,2018-01-10,1600 - 1700,7,16,0,0,7,16,124,4,0,0,0,0,0,5,133,3,3
MSP,Terminal 2Humphrey,2018-01-10,1700 - 1800,6,10,7,7,6,10,55,0,0,0,0,0,0,2,57,1,2
MSP,Terminal 2Humphrey,2018-01-10,1800 - 1900,4,8,6,6,4,8,60,0,0,0,0,0,0,4,64,1,2
MSP,Terminal 2Humphrey,2018-01-10,1900 - 2000,11,25,18,26,11,26,156,41,0,0,0,0,0,8,205,3,3
MSP,Terminal 2Humphrey,2018-01-10,2000 - 2100,6,14,10,15,7,15,53,0,0,0,0,0,0,3,56,1,3
MSP,Terminal 1Lindbergh,2018-01-11,0800 - 0900,2,4,6,13,5,13,62,0,0,0,0,0,0,0,62,1,2
MSP,Terminal 1Lindbergh,2018-01-11,1100 - 1200,11,39,23,41,17,41,136,90,48,0,0,0,0,6,280,1,9
MSP,Terminal 1Lindbergh,2018-01-11,1300 - 1400,10,34,22,39,15,39,290,136,55,0,0,0,0,16,497,2,9
MSP,Terminal 1Lindbergh,2018-01-11,1600 - 1700,7,18,10,19,8,19,238,17,0,0,0,0,0,11,266,2,7
MSP,Terminal 1Lindbergh,2018-01-11,1700 - 1800,4,8,7,9,5,9,58,0,0,0,0,0,0,3,61,1,1
MSP,Terminal 1Lindbergh,2018-01-11,1800 - 1900,9,19,10,17,9,19,259,24,0,0,0,0,0,8,291,2,4
MSP,Terminal 1Lindbergh,2018-01-11,1900 - 2000,5,15,8,18,6,18,202,2,0,0,0,0,0,10,214,4,5
MSP,Terminal 1Lindbergh,2018-01-11,2000 - 2100,6,16,11,20,7,20,264,12,0,0,0,0,0,10,286,2,4
MSP,Terminal 1Lindbergh,2018-01-11,2200 - 2300,2,8,7,11,4,11,18,0,0,0,0,0,0,1,19,1,2
MSP,Terminal 2Humphrey,2018-01-11,1100 - 1200,4,12,12,12,5,12,11,0,0,0,0,0,0,0,11,1,0
MSP,Terminal 2Humphrey,2018-01-11,1300 - 1400,4,11,0,0,4,11,29,0,0,0,0,0,0,0,29,2,0
MSP,Terminal 2Humphrey,2018-01-11,1500 - 1600,5,8,8,14,5,14,35,0,0,0,0,0,0,2,37,1,1
MSP,Terminal 2Humphrey,2018-01-11,1600 - 1700,1,5,3,3,2,5,11,0,0,0,0,0,0,1,12,1,0
MSP,Terminal 2Humphrey,2018-01-11,1700 - 1800,5,12,7,9,5,12,97,0,0,0,0,0,0,4,101,2,2
MSP,Terminal 2Humphrey,2018-01-11,1900 - 2000,5,7,0,0,5,7,8,0,0,0,0,0,0,1,9,1,0
MSP,Terminal 2Humphrey,2018-01-11,2100 - 2200,3,8,1,1,3,8,43,0,0,0,0,0,0,3,46,1,2
MSP,Terminal 1Lindbergh,2018-01-12,0800 - 0900,5,13,6,13,6,13,58,0,0,0,0,0,0,2,60,1,2
MSP,Terminal 1Lindbergh,2018-01-12,1100 - 1200,9,30,15,30,12,30,185,76,0,0,0,0,0,9,270,1,12
MSP,Terminal 1Lindbergh,2018-01-12,1200 - 1300,14,43,27,49,19,49,97,101,26,8,0,0,0,13,245,1,8
MSP,Terminal 1Lindbergh,2018-01-12,1300 - 1400,12,45,32,45,17,45,135,43,41,0,0,0,0,11,230,1,9
MSP,Terminal 1Lindbergh,2018-01-12,1500 - 1600,12,22,16,23,14,23,80,48,0,0,0,0,0,7,135,1,5
MSP,Terminal 1Lindbergh,2018-01-12,1600 - 1700,7,14,13,19,8,19,108,5,0,0,0,0,0,3,116,1,8
MSP,Terminal 1Lindbergh,2018-01-12,1700 - 1800,14,19,19,23,14,23,126,79,0,0,0,0,0,12,217,2,5
MSP,Terminal 1Lindbergh,2018-01-12,1800 - 1900,5,23,13,35,8,35,392,59,14,0,0,0,0,17,482,3,6
MSP,Terminal 1Lindbergh,2018-01-12,1900 - 2000,6,21,8,17,6,21,221,6,0,0,0,0,0,11,238,3,3
MSP,Terminal 1Lindbergh,2018-01-12,2000 - 2100,8,16,9,9,8,16,135,1,0,0,0,0,0,7,143,1,2
MSP,Terminal 1Lindbergh,2018-01-12,2100 - 2200,4,8,0,0,4,8,45,0,0,0,0,0,0,2,47,1,2
MSP,Terminal 2Humphrey,2018-01-12,0800 - 0900,3,5,2,2,2,5,6,0,0,0,0,0,0,1,7,1,0
MSP,Terminal 2Humphrey,2018-01-12,1100 - 1200,3,8,4,4,3,8,22,0,0,0,0,0,0,0,22,1,0
MSP,Terminal 2Humphrey,2018-01-12,1200 - 1300,3,8,3,3,3,8,19,0,0,0,0,0,0,1,20,1,0
MSP,Terminal 2Humphrey,2018-01-12,1300 - 1400,7,13,0,0,7,13,32,0,0,0,0,0,0,1,33,1,0
MSP,Terminal 2Humphrey,2018-01-12,1400 - 1500,4,8,12,15,5,15,38,0,0,0,0,0,0,2,40,1,2
MSP,Terminal 2Humphrey,2018-01-12,1500 - 1600,1,4,2,2,1,4,22,0,0,0,0,0,0,1,23,1,0
MSP,Terminal 2Humphrey,2018-01-12,1700 - 1800,5,15,10,14,6,15,55,0,0,0,0,0,0,1,56,1,2
MSP,Terminal 2Humphrey,2018-01-12,1800 - 1900,0,4,1,3,0,4,31,0,0,0,0,0,0,1,32,2,0
MSP,Terminal 2Humphrey,2018-01-12,1900 - 2000,5,10,10,10,5,10,64,0,0,0,0,0,0,2,66,1,3
MSP,Terminal 2Humphrey,2018-01-12,2000 - 2100,8,21,10,21,8,21,221,11,0,0,0,0,0,8,240,3,3
MSP,Terminal 1Lindbergh,2018-01-13,1000 - 1100,7,9,9,14,9,14,66,0,0,0,0,0,0,4,70,1,2
MSP,Terminal 1Lindbergh,2018-01-13,1200 - 1300,8,27,14,27,10,27,186,49,0,0,0,0,0,9,244,1,11
